Transaccion Num,Fecha y Hora,Cod Prod,Tipo Venta,Cantidad,Ciudad,Categoría,Subcategoría
625428,2024-03-23 00:41:51.142,VALB-96786,Online,3,TOK,VAL,VALB
625429,2024-03-23 06:45:48.392,HIND-12319,Online,1,TOK,HIN,HIND
625430,2024-03-23 18:17:45.414,ELEG-32578,Tienda,1,OKA,ELE,ELEG
625431,2024-03-24 00:47:00.384,SALD-54535,Online,1,TOK,SAL,SALD
625432,2024-03-24 09:41:26.848,CAME-16638,Online,1,YOK,CAM,CAME
625433,2024-03-24 10:05:28.818,CAMD-15276,Online,3,TOK,CAM,CAMD
625434,2024-03-24 19:04:32.681,PCTG-19234,Online,1,YOK,PCT,PCTG
625435,2024-03-25 04:56:19.304,TVSF-66259,Tienda,3,SAP,TVS,TVSF
625436,2024-03-25 05:55:36.918,PCTC-70856,Online,1,OSA,PCT,PCTC
625437,2024-03-25 15:59:18.083,PMUF-90686,Online,3,NAA,PMU,PMUF
625438,2024-03-25 16:43:40.075,PCTB-79309,Online,3,CHI,PCT,PCTB
625439,2024-03-26 00:25:44.316,AUDD-19098,Online,1,TOK,AUD,AUDD
625440,2024-03-26 01:54:07.340,SALA-83285,Online,1,TOK,SAL,SALA
625441,2024-03-26 11:45:36.387,EAGB-35294,Tienda,2,OKA,EAG,EAGB
625442,2024-03-26 17:53:51.166,SALA-83285,Online,1,NAO,SAL,SALA
625443,2024-03-27 04:48:55.493,EAGA-87908,Online,1,TOK,EAG,EAGA
625444,2024-03-27 09:23:42.734,AUDD-51870,Tienda,1,OSA,AUD,AUDD
625445,2024-03-27 10:51:42.480,PMUA-42938,Online,1,NAA,PMU,PMUA
625446,2024-03-27 19:41:53.346,TVSE-35938,Online,2,TOK,TVS,TVSE
625447,2024-03-28 04:02:20.748,TVSJ-18870,Online,1,TOK,TVS,TVSJ
625448,2024-03-28 10:27:36.621,TVSE-57605,Online,1,OSA,TVS,TVSE
625449,2024-03-28 21:17:07.556,SVSC-18384,Online,1,TOK,SVS,SVSC
625450,2024-03-28 21:36:28.205,ELEB-45890,Online,3,TOK,ELE,ELEB
625451,2024-03-29 09:15:23.441,CAMB-72325,Tienda,2,TOK,CAM,CAMB
625452,2024-03-29 18:03:17.555,TVSD-67001,Online,1,OSA,TVS,TVSD
625453,2024-03-29 22:06:35.445,TCLA-81111,Online,1,NAO,TCL,TCLA
625454,2024-03-30 04:00:35.466,PMUB-43343,Online,1,TOK,PMU,PMUB
625455,2024-03-30 04:01:16.052,CAMC-93921,Online,1,YOK,CAM,CAMC
625456,2024-03-30 11:07:14.728,PCTB-11336,Online,1,TOK,PCT,PCTB
625457,2024-03-30 15:57:08.599,ELEH-14712,Online,1,OSA,ELE,ELEH
625458,2024-03-30 19:52:30.440,AUDG-95382,Online,1,TOK,AUD,AUDG
625459,2024-03-31 03:27:50.444,PMUE-52590,Online,1,NAO,PMU,PMUE
625460,2024-03-31 13:47:00.269,TVSF-54905,Online,1,TOK,TVS,TVSF
625461,2024-03-31 14:22:57.937,CAMG-38874,Online,1,TOK,CAM,CAMG
625462,2024-03-31 19:55:38.503,PMUA-18768,Online,2,TOK,PMU,PMUA
625463,2024-04-01 01:30:23.559,EAGC-95207,Online,1,TOK,EAG,EAGC
625464,2024-04-01 09:37:54.644,ELEF-50722,Tienda,3,TOK,ELE,ELEF
625465,2024-04-01 19:15:40.432,CAMF-35067,Online,1,KOB,CAM,CAMF
625466,2024-04-01 23:46:10.542,TVSB-65396,Online,2,OSA,TVS,TVSB
625467,2024-04-02 04:02:07.884,VJGB-99482,Online,1,TOK,VJG,VJGB
625468,2024-04-02 16:02:01.417,SVSB-78752,Online,3,OSA,SVS,SVSB
625469,2024-04-02 20:06:29.075,AUDF-87124,Online,1,FUK,AUD,AUDF
625470,2024-04-02 20:34:00.248,HINB-80143,Online,1,NAO,HIN,HINB
625471,2024-04-03 00:49:31.743,PMUB-20564,Online,1,TOK,PMU,PMUB
625472,2024-04-03 03:04:10.897,CAME-36070,Online,2,OSA,CAM,CAME
625473,2024-04-03 13:56:28.314,TVSC-36989,Online,1,KOB,TVS,TVSC
625474,2024-04-03 16:02:40.966,AUDC-60349,Online,1,OSA,AUD,AUDC
625475,2024-04-03 17:56:03.249,TREB-96123,Online,2,TOK,TRE,TREB
625476,2024-04-03 19:29:20.136,AUDG-52341,Online,1,TOK,AUD,AUDG
625477,2024-04-04 04:56:38.207,HOGB-42827,Online,3,NAO,HOG,HOGB
625478,2024-04-04 10:50:49.838,AUDF-87124,Tienda,3,TOK,AUD,AUDF
625479,2024-04-04 16:01:25.949,PCTE-43854,Tienda,2,OKA,PCT,PCTE
625480,2024-04-04 17:45:25.988,PMUC-44971,Tienda,1,TOK,PMU,PMUC
625481,2024-04-05 00:44:43.857,PCTB-11336,Online,2,TOK,PCT,PCTB
625482,2024-04-05 09:34:12.155,AUDC-81599,Online,1,KAW,AUD,AUDC
625483,2024-04-05 13:50:11.080,TCLA-28159,Online,3,YOK,TCL,TCLA
625484,2024-04-05 21:40:53.535,PMUD-39558,Online,1,NAA,PMU,PMUD
625485,2024-04-06 04:51:54.300,TVSC-14729,Online,1,FUK,TVS,TVSC
625486,2024-04-06 14:17:33.968,JUGA-19374,Online,2,TOK,JUG,JUGA
625487,2024-04-06 21:35:05.585,CAME-77505,Online,1,YOK,CAM,CAME
625488,2024-04-06 22:58:35.361,SALD-54535,Online,1,OSA,SAL,SALD
625489,2024-04-07 08:33:23.542,SALB-20670,Online,1,KYO,SAL,SALB
625490,2024-04-07 12:07:38.543,JUGB-42100,Online,1,OKA,JUG,JUGB
625491,2024-04-07 20:37:17.830,CAMC-67490,Online,1,TOK,CAM,CAMC
625492,2024-04-07 22:39:33.475,AUDE-80545,Online,1,YOK,AUD,AUDE
625493,2024-04-08 07:38:28.094,TVSA-31282,Online,1,OSA,TVS,TVSA
625494,2024-04-08 11:49:22.174,TVSK-97454,Online,1,CHI,TVS,TVSK
625495,2024-04-08 18:41:14.391,TREA-18786,Online,2,TOK,TRE,TREA
625496,2024-04-08 19:48:56.948,CAMB-92521,Online,1,OSA,CAM,CAMB
625497,2024-04-09 07:12:30.910,CAMF-14763,Online,3,TOK,CAM,CAMF
625498,2024-04-09 13:49:15.559,HINC-71647,Online,1,TOK,HIN,HINC
625499,2024-04-09 21:17:40.945,TCLB-73973,Online,1,TOK,TCL,TCLB
625500,2024-04-09 22:13:09.206,TREB-88970,Online,1,KAW,TRE,TREB
625501,2024-04-10 02:56:02.481,TVSJ-52725,Online,1,KAW,TVS,TVSJ
625502,2024-04-10 05:24:14.181,PCTG-83764,Online,1,SAI,PCT,PCTG
625503,2024-04-10 13:26:29.921,JUGC-29874,Online,1,OSA,JUG,JUGC
625504,2024-04-10 22:53:29.549,HINC-64692,Online,1,KYO,HIN,HINC
625505,2024-04-10 23:22:40.305,CAMD-50650,Online,1,OSA,CAM,CAMD
625506,2024-04-10 23:57:45.157,TVSB-66291,Online,1,OSA,TVS,TVSB
625507,2024-04-11 01:50:01.277,TVSG-42564,Online,2,NAO,TVS,TVSG
625508,2024-04-11 10:20:08.919,GFTB-12530,Online,3,TOK,GFT,GFTB
625509,2024-04-11 11:02:14.649,HINC-94059,Online,3,FUK,HIN,HINC
625510,2024-04-11 19:50:52.007,JUGB-51642,Online,1,TOK,JUG,JUGB
625511,2024-04-12 04:31:52.514,VALB-67289,Online,1,TOK,VAL,VALB
625512,2024-04-12 08:18:40.614,TVSG-27820,Online,2,TOK,TVS,TVSG
625513,2024-04-12 14:02:39.095,VALB-67289,Online,1,SEN,VAL,VALB
625514,2024-04-12 15:05:58.203,AUDD-72622,Online,1,NAO,AUD,AUDD
625515,2024-04-13 01:00:27.142,ELEH-14712,Online,1,TOK,ELE,ELEH
625516,2024-04-13 07:59:02.447,TREC-57141,Online,1,TOK,TRE,TREC
625517,2024-04-13 16:01:24.924,CAMB-72325,Online,1,HIR,CAM,CAMB
625518,2024-04-14 03:55:48.442,JUGA-76388,Online,1,OSA,JUG,JUGA
625519,2024-04-14 07:41:31.926,JUGA-70344,Online,1,TOK,JUG,JUGA
625520,2024-04-14 12:57:41.132,HOGA-98849,Online,1,TOK,HOG,HOGA
625521,2024-04-14 21:04:20.899,VALC-92225,Online,1,TOK,VAL,VALC
625522,2024-04-15 09:02:51.560,JUGB-13712,Online,1,OSA,JUG,JUGB
625523,2024-04-15 13:03:19.426,TREC-59280,Online,1,TOK,TRE,TREC
625524,2024-04-15 17:01:25.310,ELEG-32578,Tienda,1,SAI,ELE,ELEG
625525,2024-04-16 00:58:06.434,SVSC-14017,Online,1,YOK,SVS,SVSC
625526,2024-04-16 12:09:17.655,TVSJ-18870,Online,2,TOK,TVS,TVSJ
625527,2024-04-16 16:20:25.241,AUDD-31740,Tienda,1,KYO,AUD,AUDD
625528,2024-04-17 03:05:21.968,VJGB-99482,Online,1,NAO,VJG,VJGB
625529,2024-04-17 03:46:03.495,CAMF-49001,Online,1,TOK,CAM,CAMF
625530,2024-04-17 15:23:56.428,AUDF-48133,Tienda,2,TOK,AUD,AUDF
625531,2024-04-18 01:14:09.907,ELEF-53541,Tienda,3,OSA,ELE,ELEF
625532,2024-04-18 07:13:38.571,TVSD-67001,Online,1,TOK,TVS,TVSD
625533,2024-04-18 17:50:27.192,PCTF-39766,Online,2,TOK,PCT,PCTF
625534,2024-04-19 05:23:02.954,PMUB-93875,Tienda,1,TOK,PMU,PMUB
625535,2024-04-19 15:38:27.586,ELEC-63932,Online,1,TOK,ELE,ELEC
625536,2024-04-19 21:59:06.010,PCTA-28620,Online,1,YOK,PCT,PCTA
625537,2024-04-20 06:35:34.048,DEPB-29285,Online,2,SAP,DEP,DEPB
625538,2024-04-20 11:45:08.960,PMUC-90916,Tienda,1,OSA,PMU,PMUC
625539,2024-04-20 20:27:49.257,TVSB-66291,Online,1,OSA,TVS,TVSB
625540,2024-04-20 20:42:23.570,SALC-97425,Online,1,TOK,SAL,SALC
625541,2024-04-21 03:14:13.051,DEPC-31630,Online,1,HIR,DEP,DEPC
625542,2024-04-21 07:37:42.456,ELEB-19207,Online,1,TOK,ELE,ELEB
625543,2024-04-21 13:00:06.795,PCTG-58763,Online,1,TOK,PCT,PCTG
625544,2024-04-21 14:05:17.311,DEPB-36492,Tienda,1,YOK,DEP,DEPB
625545,2024-04-21 15:54:46.162,PCTA-28620,Tienda,1,OSA,PCT,PCTA
625546,2024-04-22 00:13:52.867,TVSC-32293,Online,1,KYO,TVS,TVSC
625547,2024-04-22 03:54:49.796,ELEF-97191,Online,1,YOK,ELE,ELEF
625548,2024-04-22 15:04:07.504,HOGB-92802,Online,1,KAW,HOG,HOGB
625549,2024-04-22 16:29:45.159,AUDA-45895,Online,1,CHI,AUD,AUDA
625550,2024-04-22 23:26:04.683,AUDF-96046,Tienda,1,KYO,AUD,AUDF
625551,2024-04-23 01:31:41.799,CAMB-10246,Tienda,1,OSA,CAM,CAMB
625552,2024-04-23 06:43:55.537,CAMB-10246,Online,3,NAO,CAM,CAMB
625553,2024-04-23 15:31:50.680,TREA-32333,Online,2,OSA,TRE,TREA
625554,2024-04-23 21:35:10.600,TVSF-97412,Online,3,OSA,TVS,TVSF
625555,2024-04-24 00:45:40.170,TREC-66159,Online,1,OSA,TRE,TREC
625556,2024-04-24 02:48:36.375,PCTF-64290,Online,1,OSA,PCT,PCTF
625557,2024-04-24 09:29:35.616,AUDG-66570,Tienda,1,KYO,AUD,AUDG
625558,2024-04-24 15:13:32.870,SALA-26965,Online,1,TOK,SAL,SALA
625559,2024-04-24 23:02:09.057,PMUB-81384,Tienda,2,OSA,PMU,PMUB
625560,2024-04-25 07:39:42.271,CAMC-67490,Online,2,TOK,CAM,CAMC
625561,2024-04-25 12:05:27.484,PMUE-92898,Online,1,YOK,PMU,PMUE
625562,2024-04-25 17:02:37.482,CAME-95304,Online,1,KYO,CAM,CAME
625563,2024-04-26 01:52:08.150,HIND-24820,Online,1,TOK,HIN,HIND
625564,2024-04-26 07:28:18.418,AUDA-50453,Tienda,1,TOK,AUD,AUDA
625565,2024-04-26 14:28:19.457,PMUF-69780,Online,2,TOK,PMU,PMUF
625566,2024-04-26 21:47:11.850,SVSA-29587,Online,1,TOK,SVS,SVSA
625567,2024-04-27 00:37:42.643,HIND-67560,Online,2,KYO,HIN,HIND
625568,2024-04-27 02:54:11.877,JUGA-11747,Online,1,CHI,JUG,JUGA
625569,2024-04-27 10:51:21.017,AUDA-76685,Tienda,1,TOK,AUD,AUDA
625570,2024-04-27 12:35:16.439,ELEC-90195,Online,1,NAO,ELE,ELEC
625571,2024-04-27 17:41:17.287,CAMD-50650,Online,2,NAO,CAM,CAMD
625572,2024-04-27 18:07:35.863,PMUA-22761,Online,3,YOK,PMU,PMUA
625573,2024-04-27 19:46:12.403,VALB-74131,Online,1,TOK,VAL,VALB
625574,2024-04-28 06:30:36.937,TVSB-19363,Online,3,TOK,TVS,TVSB
625575,2024-04-28 07:40:32.494,AUDB-40774,Online,1,YOK,AUD,AUDB
625576,2024-04-28 18:11:21.772,TVSC-15871,Online,1,SAI,TVS,TVSC
625577,2024-04-28 21:07:22.194,CAMG-19700,Online,3,TOK,CAM,CAMG
625578,2024-04-28 22:52:06.172,HOGA-98849,Online,1,OKA,HOG,HOGA
625579,2024-04-29 01:14:15.472,ELEE-74121,Online,1,NAO,ELE,ELEE
625580,2024-04-29 10:40:26.622,TREC-68039,Tienda,1,OSA,TRE,TREC
625581,2024-04-29 11:11:51.114,TREA-92263,Online,1,YOK,TRE,TREA
625582,2024-04-29 21:05:17.862,ELEH-89173,Tienda,1,TOK,ELE,ELEH
625583,2024-04-30 03:22:24.037,PMUC-72771,Online,3,KYO,PMU,PMUC
625584,2024-04-30 15:16:59.259,TVSE-93265,Online,2,NAO,TVS,TVSE
625585,2024-04-30 17:03:51.638,PMUF-69780,Online,1,OSA,PMU,PMUF
625586,2024-05-01 03:48:52.008,TVSK-49740,Online,1,OSA,TVS,TVSK
625587,2024-05-01 05:50:48.304,VALA-34736,Online,1,TOK,VAL,VALA
625588,2024-05-01 10:11:39.937,EAGC-97682,Online,1,TOK,EAG,EAGC
625589,2024-05-01 12:46:26.897,VALA-63119,Online,1,TOK,VAL,VALA
625590,2024-05-01 20:02:24.183,SALB-74905,Online,1,OSA,SAL,SALB
625591,2024-05-02 04:24:03.389,PCTG-86864,Online,1,OSA,PCT,PCTG
625592,2024-05-02 11:04:28.480,PCTE-31451,Online,1,KYO,PCT,PCTE
625593,2024-05-02 15:26:43.061,SALD-94853,Tienda,3,YOK,SAL,SALD
625594,2024-05-02 22:08:18.828,CAMG-94681,Online,1,TOK,CAM,CAMG
625595,2024-05-02 23:21:55.395,PMUC-85322,Tienda,1,TOK,PMU,PMUC
625596,2024-05-03 10:29:46.989,EAGB-93833,Online,3,OSA,EAG,EAGB
625597,2024-05-03 22:17:30.093,SALA-29719,Tienda,1,OSA,SAL,SALA
625598,2024-05-03 22:56:56.938,JUGB-13067,Online,1,OSA,JUG,JUGB
625599,2024-05-04 07:25:25.291,TVSF-97412,Online,1,TOK,TVS,TVSF
625600,2024-05-04 18:28:29.465,GFTA-84928,Online,1,OSA,GFT,GFTA
625601,2024-05-05 04:22:08.960,PMUF-42172,Tienda,1,TOK,PMU,PMUF
625602,2024-05-05 15:58:05.827,TREC-57141,Online,1,TOK,TRE,TREC
625603,2024-05-05 18:19:59.909,TVSC-32293,Online,1,YOK,TVS,TVSC
625604,2024-05-06 01:58:02.695,EAGC-73517,Online,3,OSA,EAG,EAGC
625605,2024-05-06 12:35:30.320,GFTA-84928,Online,1,TOK,GFT,GFTA
625606,2024-05-06 15:45:09.273,PCTB-39061,Online,1,OSA,PCT,PCTB
625607,2024-05-06 17:21:59.402,TCLA-28159,Online,2,YOK,TCL,TCLA
625608,2024-05-07 00:48:53.226,VALD-69172,Online,3,TOK,VAL,VALD
625609,2024-05-07 12:33:29.204,TCLA-28159,Online,3,TOK,TCL,TCLA
625610,2024-05-07 18:19:22.811,TVSC-48439,Online,3,OSA,TVS,TVSC
625611,2024-05-08 02:11:31.481,CAME-79427,Online,2,YOK,CAM,CAME
625612,2024-05-08 05:53:55.657,PMUD-11547,Online,3,NAO,PMU,PMUD
625613,2024-05-08 15:20:00.028,PCTD-90095,Online,1,TOK,PCT,PCTD
625614,2024-05-09 00:22:35.672,TVSJ-52725,Online,1,TOK,TVS,TVSJ
625615,2024-05-09 09:09:35.027,VJGC-12458,Online,1,NAO,VJG,VJGC
625616,2024-05-09 18:44:23.754,ELEA-50206,Online,1,TOK,ELE,ELEA
625617,2024-05-10 01:01:51.273,CAMD-50650,Online,1,TOK,CAM,CAMD
625618,2024-05-10 08:42:10.544,CAME-77505,Online,1,TOK,CAM,CAME
625619,2024-05-10 09:31:08.961,SVSC-26779,Online,1,OSA,SVS,SVSC
625620,2024-05-10 18:50:54.747,PCTG-94398,Online,1,OSA,PCT,PCTG
625621,2024-05-11 01:28:50.514,SVSA-27487,Online,1,OSA,SVS,SVSA
625622,2024-05-11 02:53:57.371,PCTF-73347,Online,1,TOK,PCT,PCTF
625623,2024-05-11 10:57:20.812,TVSA-37154,Online,1,TOK,TVS,TVSA
625624,2024-05-11 15:34:13.511,CAMG-19700,Online,3,YOK,CAM,CAMG
625625,2024-05-12 00:43:38.091,TREA-16083,Online,3,OSA,TRE,TREA
625626,2024-05-12 07:20:08.831,PMUC-90916,Online,1,TOK,PMU,PMUC
625627,2024-05-12 12:50:08.014,HOGB-42827,Online,1,TOK,HOG,HOGB
625628,2024-05-12 14:06:42.574,ELEE-74121,Online,1,TOK,ELE,ELEE
625629,2024-05-13 01:55:33.177,SALD-54827,Online,1,TOK,SAL,SALD
625630,2024-05-13 08:05:20.882,TVSC-14729,Online,1,OSA,TVS,TVSC
625631,2024-05-13 14:27:52.536,VALC-89709,Online,1,HIR,VAL,VALC
625632,2024-05-13 23:02:58.167,SALA-16568,Online,1,TOK,SAL,SALA
625633,2024-05-14 05:12:04.217,TVSG-52521,Tienda,1,NAO,TVS,TVSG
625634,2024-05-14 12:58:52.168,TVSF-97496,Tienda,1,OSA,TVS,TVSF
625635,2024-05-14 23:51:52.035,PMUD-76670,Online,1,YOK,PMU,PMUD
625636,2024-05-15 09:43:51.694,TREA-22580,Online,1,HIR,TRE,TREA
625637,2024-05-15 12:03:09.624,CAME-54202,Tienda,2,TOK,CAM,CAME
625638,2024-05-15 12:48:09.504,TVSB-13905,Tienda,2,KAW,TVS,TVSB
625639,2024-05-15 18:13:22.035,AUDA-83559,Tienda,1,TOK,AUD,AUDA
625640,2024-05-16 04:43:38.154,TVSG-72043,Online,1,TOK,TVS,TVSG
625641,2024-05-16 07:02:29.885,CAMF-35067,Online,1,OSA,CAM,CAMF
625642,2024-05-16 14:24:31.067,VALC-16551,Online,2,TOK,VAL,VALC
625643,2024-05-16 16:54:43.692,CAMF-35067,Online,1,TOK,CAM,CAMF
625644,2024-05-17 01:47:38.496,ELEG-76662,Tienda,1,NAO,ELE,ELEG
625645,2024-05-17 08:36:02.554,CAMB-92521,Online,1,TOK,CAM,CAMB
625646,2024-05-17 10:00:58.605,TVSA-31282,Online,1,TOK,TVS,TVSA
625647,2024-05-17 20:11:41.645,HINC-94059,Online,1,TOK,HIN,HINC
625648,2024-05-18 06:15:45.264,HOGB-42827,Online,1,TOK,HOG,HOGB
625649,2024-05-18 18:07:38.943,PCTE-43854,Tienda,1,YOK,PCT,PCTE
625650,2024-05-18 18:17:47.288,DEPC-46624,Online,1,YOK,DEP,DEPC
625651,2024-05-19 00:04:47.043,VALB-75862,Online,1,CHI,VAL,VALB
625652,2024-05-19 01:28:01.038,ELEH-70263,Online,1,NAO,ELE,ELEH
625653,2024-05-19 09:51:03.671,TVSH-91349,Online,1,TOK,TVS,TVSH
625654,2024-05-19 17:34:53.095,HOGB-92802,Online,1,TOK,HOG,HOGB
625655,2024-05-19 23:13:06.642,SALC-77908,Online,1,TOK,SAL,SALC
625656,2024-05-19 23:59:30.404,TVSB-58406,Online,1,OSA,TVS,TVSB
625657,2024-05-20 00:50:35.808,ELEC-63932,Tienda,1,TOK,ELE,ELEC
625658,2024-05-20 01:01:38.695,TVSD-67001,Online,2,OSA,TVS,TVSD
625659,2024-05-20 11:55:57.610,TREA-22580,Online,1,KYO,TRE,TREA
625660,2024-05-20 22:19:09.729,VJGA-77269,Online,1,OSA,VJG,VJGA
625661,2024-05-21 07:09:39.768,SVSA-57564,Online,1,TOK,SVS,SVSA
625662,2024-05-21 10:26:35.041,PCTF-57658,Online,2,TOK,PCT,PCTF
625663,2024-05-21 13:54:28.376,HINC-73541,Online,2,YOK,HIN,HINC
625664,2024-05-21 19:06:38.908,TVSG-83930,Tienda,3,TOK,TVS,TVSG
625665,2024-05-22 02:10:33.095,EAGC-58193,Online,1,TOK,EAG,EAGC
625666,2024-05-22 07:48:34.515,HINC-68874,Online,3,TOK,HIN,HINC
625667,2024-05-22 12:31:47.901,HOGC-31283,Online,2,TOK,HOG,HOGC
625668,2024-05-22 13:22:39.099,GFTB-64100,Online,2,NAO,GFT,GFTB
625669,2024-05-22 22:00:12.443,AUDD-14707,Tienda,1,TOK,AUD,AUDD
625670,2024-05-23 01:03:18.325,HINA-48791,Online,1,TOK,HIN,HINA
625671,2024-05-23 04:04:00.772,VALB-85841,Tienda,3,OSA,VAL,VALB
625672,2024-05-23 05:00:21.991,CAMB-75691,Online,1,YOK,CAM,CAMB
625673,2024-05-23 14:59:56.444,HINB-59918,Online,3,OSA,HIN,HINB
625674,2024-05-23 22:16:52.341,GFTB-95623,Online,1,NAO,GFT,GFTB
625675,2024-05-24 04:54:26.977,PMUB-81384,Online,1,OSA,PMU,PMUB
625676,2024-05-24 07:23:30.000,SALB-55826,Online,1,TOK,SAL,SALB
625677,2024-05-24 14:32:23.386,PCTF-73347,Online,1,FUK,PCT,PCTF
625678,2024-05-24 21:26:15.252,EAGA-87908,Online,1,TOK,EAG,EAGA
625679,2024-05-25 07:25:07.574,HINA-51521,Tienda,1,OSA,HIN,HINA
625680,2024-05-25 11:40:46.303,SVSC-74209,Online,1,SAI,SVS,SVSC
625681,2024-05-25 20:14:43.177,AUDB-40774,Online,1,OSA,AUD,AUDB
625682,2024-05-26 02:58:22.127,TVSH-10103,Online,1,YOK,TVS,TVSH
625683,2024-05-26 09:23:44.684,HOGC-59300,Online,1,TOK,HOG,HOGC
625684,2024-05-26 12:31:03.810,TREC-29209,Tienda,3,TOK,TRE,TREC
625685,2024-05-26 13:43:23.295,TVSH-10103,Online,2,TOK,TVS,TVSH
625686,2024-05-26 20:22:39.965,SVSA-29587,Online,1,OSA,SVS,SVSA
625687,2024-05-27 07:54:34.816,AUDC-60349,Online,1,TOK,AUD,AUDC
625688,2024-05-27 19:50:54.736,HIND-90525,Online,1,YOK,HIN,HIND
625689,2024-05-28 04:03:09.649,PMUB-53988,Tienda,1,TOK,PMU,PMUB
625690,2024-05-28 10:41:55.826,AUDE-67553,Online,1,TOK,AUD,AUDE
625691,2024-05-28 11:39:39.058,TREC-68039,Tienda,1,TOK,TRE,TREC
625692,2024-05-28 17:12:50.984,SALC-77908,Online,1,OSA,SAL,SALC
625693,2024-05-28 20:23:34.872,SVSA-27487,Online,1,NAO,SVS,SVSA
625694,2024-05-28 23:36:34.846,AUDA-69994,Online,1,OSA,AUD,AUDA
625695,2024-05-29 09:05:28.274,TVSB-58406,Online,3,OSA,TVS,TVSB
625696,2024-05-29 12:52:20.185,PMUB-71172,Online,1,TOK,PMU,PMUB
625697,2024-05-29 17:25:54.398,DEPB-29285,Online,1,OSA,DEP,DEPB
625698,2024-05-29 18:17:05.734,SVSC-92567,Online,1,NAO,SVS,SVSC
625699,2024-05-29 21:10:08.586,JUGA-14058,Online,1,SEN,JUG,JUGA
625700,2024-05-30 05:53:21.865,ELEA-95730,Online,1,TOK,ELE,ELEA
625701,2024-05-30 14:00:38.123,VALC-16514,Online,1,NAO,VAL,VALC
625702,2024-05-31 00:21:47.673,GFTA-18366,Online,1,SEN,GFT,GFTA
625703,2024-05-31 08:42:37.733,TREC-38459,Online,1,TOK,TRE,TREC
625704,2024-05-31 12:43:47.959,SALC-74981,Online,1,YOK,SAL,SALC
625705,2024-05-31 17:54:37.856,VALC-92225,Online,1,TOK,VAL,VALC
625706,2024-06-01 01:17:13.085,EAGA-34753,Online,1,OSA,EAG,EAGA
625707,2024-06-01 02:50:28.466,PCTC-27031,Online,1,TOK,PCT,PCTC
625708,2024-06-01 08:36:29.059,HINC-94059,Online,1,YOK,HIN,HINC
625709,2024-06-01 18:46:15.546,SALC-64898,Online,2,TOK,SAL,SALC
625710,2024-06-02 06:29:53.213,AUDF-40095,Online,1,OSA,AUD,AUDF
625711,2024-06-02 18:16:59.804,HOGC-31283,Tienda,2,TOK,HOG,HOGC
625712,2024-06-02 20:04:44.425,EAGC-73517,Online,1,KYO,EAG,EAGC
625713,2024-06-02 22:54:47.387,TVSF-65724,Online,2,TOK,TVS,TVSF
625714,2024-06-03 07:32:21.675,VALC-66861,Online,1,TOK,VAL,VALC
625715,2024-06-03 10:44:02.160,AUDC-88968,Online,1,NAO,AUD,AUDC
625716,2024-06-03 20:28:57.202,ELEF-97191,Tienda,1,TOK,ELE,ELEF
625717,2024-06-04 01:24:36.531,CAME-16638,Online,1,TOK,CAM,CAME
625718,2024-06-04 03:47:47.827,ELEB-64108,Tienda,1,OSA,ELE,ELEB
625719,2024-06-04 10:37:10.633,TCLC-55666,Online,1,OSA,TCL,TCLC
625720,2024-06-04 22:10:17.329,PMUE-67482,Online,1,YOK,PMU,PMUE
625721,2024-06-05 00:21:03.497,HINC-50077,Online,1,YOK,HIN,HINC
625722,2024-06-05 04:45:39.226,TVSB-25580,Online,1,OKA,TVS,TVSB
625723,2024-06-05 12:31:37.608,SVSB-30110,Online,2,TOK,SVS,SVSB
625724,2024-06-05 18:59:14.717,TVSG-30035,Online,1,OSA,TVS,TVSG
625725,2024-06-06 04:42:28.995,AUDD-77460,Online,1,YOK,AUD,AUDD
625726,2024-06-06 10:55:46.516,AUDD-27432,Tienda,1,TOK,AUD,AUDD
625727,2024-06-06 14:32:02.752,TREA-52586,Online,1,NAO,TRE,TREA
625728,2024-06-06 20:26:22.122,VALD-50076,Online,1,TOK,VAL,VALD
625729,2024-06-06 21:23:19.013,SALA-83285,Online,1,TOK,SAL,SALA
625730,2024-06-07 07:29:37.486,VALD-50076,Online,1,YOK,VAL,VALD
625731,2024-06-07 09:08:31.343,HIND-67560,Online,1,TOK,HIN,HIND
625732,2024-06-07 15:13:40.987,TVSB-24886,Online,1,TOK,TVS,TVSB
625733,2024-06-08 00:17:27.652,CAME-16638,Online,1,YOK,CAM,CAME
625734,2024-06-08 06:58:50.307,HINC-50077,Online,1,TOK,HIN,HINC
625735,2024-06-08 18:57:45.501,PMUD-13214,Online,1,TOK,PMU,PMUD
625736,2024-06-09 06:57:18.212,DEPC-17241,Online,1,TOK,DEP,DEPC
625737,2024-06-09 18:19:05.139,JUGA-19374,Online,1,OSA,JUG,JUGA
625738,2024-06-09 19:05:43.877,CAMG-38874,Online,1,YOK,CAM,CAMG
625739,2024-06-09 20:31:06.216,VALA-62707,Online,1,TOK,VAL,VALA
625740,2024-06-10 08:06:46.327,EAGC-89228,Online,1,TOK,EAG,EAGC
625741,2024-06-10 17:44:00.954,AUDC-86094,Tienda,1,TOK,AUD,AUDC
625742,2024-06-11 03:14:45.773,SALA-70348,Online,2,NAO,SAL,SALA
625743,2024-06-11 12:07:14.405,PMUF-96262,Online,3,TOK,PMU,PMUF
625744,2024-06-11 21:09:06.511,ELEG-27936,Online,1,TOK,ELE,ELEG
625745,2024-06-11 21:11:26.365,SVSB-30110,Online,1,KOB,SVS,SVSB
