Transaccion Num,Fecha y Hora,Cod Prod,Tipo Venta,Cantidad,Ciudad,Categoría,Subcategoría
628365,2026-03-23 16:26:04.492,TVSB-65396,Online,2,TOK,TVS,TVSB
628366,2026-03-23 22:22:08.834,CAMB-91772,Online,2,TOK,CAM,CAMB
628367,2026-03-24 06:30:31.829,VALD-12032,Online,1,TOK,VAL,VALD
628368,2026-03-24 07:03:22.417,JUGA-14058,Online,1,TOK,JUG,JUGA
628369,2026-03-24 09:12:19.858,VALC-77528,Online,1,KYO,VAL,VALC
628370,2026-03-24 12:53:33.480,JUGA-11747,Online,1,KYO,JUG,JUGA
628371,2026-03-24 21:07:11.864,CAMF-14763,Online,1,YOK,CAM,CAMF
628372,2026-03-24 22:08:25.854,TREC-68039,Tienda,1,KYO,TRE,TREC
628373,2026-03-25 04:38:39.247,AUDE-80545,Online,2,YOK,AUD,AUDE
628374,2026-03-25 15:20:49.243,DEPA-67315,Online,1,TOK,DEP,DEPA
628375,2026-03-25 21:55:11.511,VALC-33154,Tienda,1,KYO,VAL,VALC
628376,2026-03-26 09:54:35.426,TCLB-78566,Online,1,TOK,TCL,TCLB
628377,2026-03-26 21:44:47.692,EAGC-60739,Online,1,TOK,EAG,EAGC
628378,2026-03-27 06:39:50.157,HINB-52731,Online,1,SAP,HIN,HINB
628379,2026-03-27 07:25:16.816,EAGB-64686,Online,1,TOK,EAG,EAGB
628380,2026-03-27 09:21:05.965,PCTE-43854,Online,1,NAO,PCT,PCTE
628381,2026-03-27 20:05:17.864,TVSF-66259,Online,1,NAO,TVS,TVSF
628382,2026-03-27 20:07:31.422,PMUB-64632,Online,2,TOK,PMU,PMUB
628383,2026-03-27 20:16:13.234,VJGA-52049,Online,1,TOK,VJG,VJGA
628384,2026-03-27 20:42:18.989,ELEH-84061,Online,1,NAA,ELE,ELEH
628385,2026-03-28 00:04:35.132,TVSC-95847,Online,1,TOK,TVS,TVSC
628386,2026-03-28 00:34:56.748,TVSF-68361,Online,1,TOK,TVS,TVSF
628387,2026-03-28 09:28:28.759,JUGB-71287,Tienda,1,OSA,JUG,JUGB
628388,2026-03-28 09:34:32.823,PCTG-96305,Online,3,NAO,PCT,PCTG
628389,2026-03-28 17:25:14.818,VALA-34736,Tienda,1,OSA,VAL,VALA
628390,2026-03-29 02:58:56.821,TCLC-53203,Online,1,CHI,TCL,TCLC
628391,2026-03-29 03:58:26.679,EAGC-60739,Online,1,TOK,EAG,EAGC
628392,2026-03-29 11:50:06.452,PCTA-60986,Online,1,TOK,PCT,PCTA
628393,2026-03-29 21:09:45.558,VALD-36480,Online,1,SEN,VAL,VALD
628394,2026-03-30 06:09:19.386,GFTB-28763,Online,1,OSA,GFT,GFTB
628395,2026-03-30 15:24:32.407,AUDG-29794,Online,1,TOK,AUD,AUDG
628396,2026-03-31 02:42:40.307,TVSG-32098,Online,1,TOK,TVS,TVSG
628397,2026-03-31 10:25:46.696,PMUA-36320,Online,3,FUK,PMU,PMUA
628398,2026-03-31 21:52:52.481,VJGA-77269,Online,3,TOK,VJG,VJGA
628399,2026-04-01 06:11:34.108,TREA-12574,Online,1,KYO,TRE,TREA
628400,2026-04-01 16:45:39.113,VALC-29478,Online,1,OKA,VAL,VALC
628401,2026-04-02 03:13:00.453,HINB-80143,Online,3,TOK,HIN,HINB
628402,2026-04-02 13:28:29.604,PMUB-64632,Online,2,OSA,PMU,PMUB
628403,2026-04-02 22:03:00.666,TREA-52586,Tienda,1,YOK,TRE,TREA
628404,2026-04-03 08:51:22.838,SALB-86207,Online,1,TOK,SAL,SALB
628405,2026-04-03 13:01:27.885,TVSG-72043,Online,1,OSA,TVS,TVSG
628406,2026-04-03 13:38:43.577,GFTB-95623,Tienda,3,TOK,GFT,GFTB
628407,2026-04-04 00:35:27.238,PMUC-90916,Online,1,TOK,PMU,PMUC
628408,2026-04-04 05:43:16.223,CAMF-87569,Online,3,TOK,CAM,CAMF
628409,2026-04-04 13:47:59.971,EAGC-73517,Online,1,OSA,EAG,EAGC
628410,2026-04-04 21:40:07.465,TVSG-72043,Online,2,SAI,TVS,TVSG
628411,2026-04-05 00:20:19.124,TVSF-65724,Online,1,SAP,TVS,TVSF
628412,2026-04-05 05:34:26.522,EAGA-50329,Online,1,TOK,EAG,EAGA
628413,2026-04-05 14:38:29.047,SALB-86207,Online,3,NAO,SAL,SALB
628414,2026-04-05 22:06:08.995,SALA-92498,Online,3,KYO,SAL,SALA
628415,2026-04-06 09:29:57.839,ELEG-97121,Online,1,OSA,ELE,ELEG
628416,2026-04-06 15:36:40.378,TREB-49861,Online,1,TOK,TRE,TREB
628417,2026-04-06 19:44:02.321,EAGC-89130,Online,2,TOK,EAG,EAGC
628418,2026-04-07 07:12:28.309,ELEE-79787,Online,1,TOK,ELE,ELEE
628419,2026-04-07 12:13:17.933,JUGB-41177,Online,1,KYO,JUG,JUGB
628420,2026-04-07 20:59:12.265,CAMG-22492,Online,1,OSA,CAM,CAMG
628421,2026-04-08 03:06:00.089,SALC-16651,Online,3,YOK,SAL,SALC
628422,2026-04-08 10:36:51.316,ELEE-20550,Tienda,1,YOK,ELE,ELEE
628423,2026-04-08 12:19:56.335,HOGB-23676,Online,1,CHI,HOG,HOGB
628424,2026-04-08 15:00:45.219,HINC-71647,Online,1,TOK,HIN,HINC
628425,2026-04-08 23:56:02.027,CAME-33056,Online,1,TOK,CAM,CAME
628426,2026-04-09 09:13:16.125,VALA-63119,Online,1,YOK,VAL,VALA
628427,2026-04-09 14:42:19.215,HOGC-91549,Online,1,TOK,HOG,HOGC
628428,2026-04-10 01:32:02.577,AUDG-23051,Online,1,TOK,AUD,AUDG
628429,2026-04-10 08:38:04.903,SALA-98787,Online,1,TOK,SAL,SALA
628430,2026-04-10 15:01:43.807,AUDF-48133,Online,1,OSA,AUD,AUDF
628431,2026-04-10 21:59:55.082,VALA-78873,Online,1,OSA,VAL,VALA
628432,2026-04-11 00:24:32.584,AUDD-14707,Online,1,NAO,AUD,AUDD
628433,2026-04-11 12:10:29.106,VALB-66230,Online,1,OSA,VAL,VALB
628434,2026-04-11 14:12:22.231,ELED-69593,Online,3,OSA,ELE,ELED
628435,2026-04-11 16:41:40.161,TVSG-48474,Online,1,NAO,TVS,TVSG
628436,2026-04-11 21:29:07.111,VALD-41757,Online,1,CHI,VAL,VALD
628437,2026-04-11 23:29:46.109,PMUE-92898,Online,3,OSA,PMU,PMUE
628438,2026-04-12 10:59:58.248,PMUC-85322,Online,2,TOK,PMU,PMUC
628439,2026-04-12 13:04:24.542,TREA-92263,Online,1,KYO,TRE,TREA
628440,2026-04-12 18:25:27.088,ELEE-71242,Online,1,TOK,ELE,ELEE
628441,2026-04-12 21:34:00.415,PCTB-39061,Online,1,TOK,PCT,PCTB
628442,2026-04-13 00:46:21.430,ELEH-59218,Online,2,SEN,ELE,ELEH
628443,2026-04-13 04:53:31.637,TREA-34304,Online,2,TOK,TRE,TREA
628444,2026-04-13 15:05:19.560,AUDD-31740,Online,1,KYO,AUD,AUDD
628445,2026-04-14 02:56:28.269,TVSE-93265,Tienda,1,OSA,TVS,TVSE
628446,2026-04-14 09:29:25.363,HINB-22463,Tienda,1,TOK,HIN,HINB
628447,2026-04-14 18:40:20.631,PMUC-93080,Online,1,KYO,PMU,PMUC
628448,2026-04-15 04:30:15.572,CAMF-14763,Online,3,FUK,CAM,CAMF
628449,2026-04-15 10:46:55.026,PCTG-94398,Online,1,OSA,PCT,PCTG
628450,2026-04-15 17:15:54.513,TVSF-51846,Online,1,NAO,TVS,TVSF
628451,2026-04-15 21:49:24.921,CAMB-51587,Online,1,OSA,CAM,CAMB
628452,2026-04-16 04:45:38.111,PCTF-75629,Online,3,SAI,PCT,PCTF
628453,2026-04-16 08:47:40.477,SALC-56522,Online,1,TOK,SAL,SALC
628454,2026-04-16 18:28:23.312,CAME-61862,Online,1,OSA,CAM,CAME
628455,2026-04-16 22:14:59.837,SALA-16568,Online,1,KYO,SAL,SALA
628456,2026-04-17 05:10:58.723,ELEH-89173,Online,1,TOK,ELE,ELEH
628457,2026-04-17 07:16:29.554,SALC-66746,Online,3,TOK,SAL,SALC
628458,2026-04-17 08:30:43.716,VALA-86017,Online,2,NAO,VAL,VALA
628459,2026-04-17 17:34:58.574,HIND-67560,Online,2,TOK,HIN,HIND
628460,2026-04-18 02:21:23.525,VALA-62707,Online,1,TOK,VAL,VALA
628461,2026-04-18 03:31:21.486,PCTG-79916,Online,1,TOK,PCT,PCTG
628462,2026-04-18 10:24:01.601,EAGC-76430,Online,1,NAO,EAG,EAGC
628463,2026-04-18 11:40:58.517,CAMG-17420,Online,1,TOK,CAM,CAMG
628464,2026-04-18 17:01:03.704,JUGB-71287,Online,1,OSA,JUG,JUGB
628465,2026-04-18 18:12:04.008,SALA-98787,Online,1,TOK,SAL,SALA
628466,2026-04-19 03:51:48.449,ELEB-45890,Online,1,YOK,ELE,ELEB
628467,2026-04-19 07:47:29.764,HIND-59565,Online,1,TOK,HIN,HIND
628468,2026-04-19 08:11:59.157,SALC-35708,Online,1,TOK,SAL,SALC
628469,2026-04-19 15:41:34.523,TVSD-57449,Online,2,OSA,TVS,TVSD
628470,2026-04-19 20:12:30.786,ELEC-90195,Online,1,FUK,ELE,ELEC
628471,2026-04-20 00:46:41.203,JUGB-13067,Online,1,TOK,JUG,JUGB
628472,2026-04-20 02:48:24.421,EAGA-86383,Tienda,1,TOK,EAG,EAGA
628473,2026-04-20 06:24:34.211,TVSA-37154,Online,1,SAP,TVS,TVSA
628474,2026-04-20 06:24:56.712,ELEA-46113,Online,1,TOK,ELE,ELEA
628475,2026-04-20 17:46:08.348,HINA-48791,Online,2,TOK,HIN,HINA
628476,2026-04-20 22:34:50.859,VJGA-97433,Online,3,TOK,VJG,VJGA
628477,2026-04-21 04:05:55.334,ELEF-66710,Online,1,OSA,ELE,ELEF
628478,2026-04-21 15:58:24.205,SALC-61416,Online,3,TOK,SAL,SALC
628479,2026-04-21 23:05:23.031,TREB-49861,Tienda,1,HIR,TRE,TREB
628480,2026-04-21 23:09:38.290,SALB-86147,Online,1,TOK,SAL,SALB
628481,2026-04-22 04:14:05.276,TVSB-75678,Online,1,TOK,TVS,TVSB
628482,2026-04-22 15:10:35.122,JUGA-37600,Online,1,YOK,JUG,JUGA
628483,2026-04-23 01:17:27.216,AUDB-93155,Online,1,TOK,AUD,AUDB
628484,2026-04-23 04:42:32.036,ELEC-90195,Online,3,YOK,ELE,ELEC
628485,2026-04-23 13:51:58.849,EAGB-93833,Online,1,OSA,EAG,EAGB
628486,2026-04-23 22:31:33.995,CAMB-44180,Online,2,OSA,CAM,CAMB
628487,2026-04-24 03:18:10.992,PMUF-26187,Online,1,TOK,PMU,PMUF
628488,2026-04-24 11:47:09.609,PMUE-65102,Online,1,NAO,PMU,PMUE
628489,2026-04-24 17:13:14.513,PCTC-51525,Online,1,YOK,PCT,PCTC
628490,2026-04-24 22:46:39.250,TVSA-19038,Tienda,1,SAI,TVS,TVSA
628491,2026-04-25 03:16:33.882,ELEE-71242,Online,3,TOK,ELE,ELEE
628492,2026-04-25 11:31:22.403,EAGB-64686,Tienda,1,TOK,EAG,EAGB
628493,2026-04-25 23:18:42.223,TVSA-81183,Online,1,TOK,TVS,TVSA
628494,2026-04-25 23:44:02.378,CAMB-96393,Online,1,OSA,CAM,CAMB
628495,2026-04-26 02:13:08.690,PCTB-85135,Online,1,YOK,PCT,PCTB
628496,2026-04-26 05:39:12.055,CAMD-91419,Online,1,OSA,CAM,CAMD
628497,2026-04-26 09:07:36.724,CAME-79427,Online,1,NAO,CAM,CAME
628498,2026-04-26 17:21:41.547,DEPC-49398,Online,1,NAO,DEP,DEPC
628499,2026-04-27 01:09:52.198,TVSE-62811,Online,1,SAI,TVS,TVSE
628500,2026-04-27 11:40:12.542,HIND-99500,Online,3,KYO,HIN,HIND
628501,2026-04-27 18:04:09.422,AUDD-27432,Online,1,OSA,AUD,AUDD
628502,2026-04-28 02:21:41.912,PMUC-26903,Online,1,TOK,PMU,PMUC
628503,2026-04-28 06:00:40.084,VALC-33154,Online,1,TOK,VAL,VALC
628504,2026-04-28 16:03:57.831,HINB-81416,Online,2,TOK,HIN,HINB
628505,2026-04-28 21:56:00.781,JUGB-54689,Online,1,TOK,JUG,JUGB
628506,2026-04-29 07:16:28.507,PCTC-51525,Online,1,TOK,PCT,PCTC
628507,2026-04-29 10:36:41.909,ELEB-38060,Tienda,1,KAW,ELE,ELEB
628508,2026-04-29 16:05:09.559,PCTG-86864,Tienda,1,OSA,PCT,PCTG
628509,2026-04-29 17:16:30.640,PMUF-98447,Online,1,TOK,PMU,PMUF
628510,2026-04-29 19:49:01.646,ELEB-38372,Online,1,TOK,ELE,ELEB
628511,2026-04-29 23:05:46.216,AUDA-42282,Online,1,TOK,AUD,AUDA
628512,2026-04-30 07:26:06.143,SALC-71987,Online,1,NAO,SAL,SALC
628513,2026-04-30 13:41:08.024,PCTE-13396,Online,1,OSA,PCT,PCTE
628514,2026-04-30 19:12:35.993,AUDE-67553,Tienda,2,OSA,AUD,AUDE
628515,2026-04-30 22:14:14.379,TVSA-37154,Tienda,1,OSA,TVS,TVSA
628516,2026-04-30 22:56:09.892,HOGB-62427,Online,3,TOK,HOG,HOGB
628517,2026-05-01 03:48:45.396,SVSA-57564,Online,1,YOK,SVS,SVSA
628518,2026-05-01 12:05:31.009,DEPC-21455,Tienda,1,OSA,DEP,DEPC
628519,2026-05-01 14:09:34.364,VALC-46045,Online,1,OSA,VAL,VALC
628520,2026-05-01 15:42:50.520,AUDD-51870,Online,1,TOK,AUD,AUDD
628521,2026-05-02 01:47:12.876,SALD-54827,Online,1,TOK,SAL,SALD
628522,2026-05-02 01:58:17.042,HOGC-99132,Online,1,FUK,HOG,HOGC
628523,2026-05-02 03:46:03.414,PCTB-15419,Online,1,TOK,PCT,PCTB
628524,2026-05-02 11:09:08.916,PCTE-13396,Online,1,OSA,PCT,PCTE
628525,2026-05-02 19:25:48.019,PCTD-11136,Online,1,TOK,PCT,PCTD
628526,2026-05-03 01:13:52.365,EAGB-35294,Online,1,YOK,EAG,EAGB
628527,2026-05-03 03:19:45.924,PCTC-82433,Online,1,TOK,PCT,PCTC
628528,2026-05-03 07:18:21.836,TREA-95262,Online,1,TOK,TRE,TREA
628529,2026-05-03 11:07:32.398,CAMC-34912,Tienda,3,TOK,CAM,CAMC
628530,2026-05-03 17:15:57.653,PMUB-53988,Online,1,YOK,PMU,PMUB
628531,2026-05-03 18:00:14.089,PMUE-20159,Online,1,TOK,PMU,PMUE
628532,2026-05-03 23:54:08.607,SALB-74311,Online,1,NAO,SAL,SALB
628533,2026-05-04 10:54:33.983,JUGB-41177,Online,1,TOK,JUG,JUGB
628534,2026-05-04 14:33:28.475,AUDC-88968,Online,1,YOK,AUD,AUDC
628535,2026-05-04 18:25:23.947,TREC-33239,Online,1,NAO,TRE,TREC
628536,2026-05-04 20:14:11.396,PMUA-18768,Online,3,TOK,PMU,PMUA
628537,2026-05-05 05:39:51.559,SALC-14541,Tienda,1,TOK,SAL,SALC
628538,2026-05-05 06:26:13.394,HINA-48791,Online,1,TOK,HIN,HINA
628539,2026-05-05 08:35:55.338,TCLA-36565,Online,2,OSA,TCL,TCLA
628540,2026-05-05 11:01:19.414,PMUB-93875,Online,1,TOK,PMU,PMUB
628541,2026-05-05 21:23:14.684,CAME-36070,Tienda,1,HIR,CAM,CAME
628542,2026-05-06 07:15:38.358,VJGA-88176,Tienda,1,TOK,VJG,VJGA
628543,2026-05-06 13:15:37.760,GFTA-18366,Online,1,HIR,GFT,GFTA
628544,2026-05-06 23:22:03.618,SVSC-49713,Online,1,NAO,SVS,SVSC
628545,2026-05-07 03:37:52.493,SALD-31997,Online,3,TOK,SAL,SALD
628546,2026-05-07 05:09:40.308,PMUC-93080,Tienda,1,YOK,PMU,PMUC
628547,2026-05-07 15:13:15.882,HINC-77535,Online,2,NAO,HIN,HINC
628548,2026-05-07 23:28:38.055,TREA-18786,Online,1,NAO,TRE,TREA
628549,2026-05-08 07:08:58.228,EAGB-87559,Online,1,OSA,EAG,EAGB
628550,2026-05-08 07:22:37.168,HOGB-23676,Online,1,TOK,HOG,HOGB
628551,2026-05-08 18:33:14.750,HIND-78250,Online,3,TOK,HIN,HIND
628552,2026-05-09 00:00:55.042,HINB-59918,Online,1,TOK,HIN,HINB
628553,2026-05-09 04:13:53.394,HIND-63924,Online,1,OSA,HIN,HIND
628554,2026-05-09 10:21:18.718,VALA-62707,Online,1,NAO,VAL,VALA
628555,2026-05-09 16:10:39.796,JUGA-48800,Online,1,TOK,JUG,JUGA
628556,2026-05-09 21:52:08.582,PCTE-43854,Online,3,NAO,PCT,PCTE
628557,2026-05-10 05:35:24.852,GFTA-84928,Online,3,TOK,GFT,GFTA
628558,2026-05-10 15:10:05.595,PMUB-81384,Online,1,OSA,PMU,PMUB
628559,2026-05-10 18:17:00.713,ELEB-46189,Tienda,3,KYO,ELE,ELEB
628560,2026-05-10 19:21:03.124,CAMD-99456,Online,2,TOK,CAM,CAMD
628561,2026-05-10 22:27:13.385,CAMB-73801,Online,1,TOK,CAM,CAMB
628562,2026-05-11 07:54:14.346,AUDD-72622,Online,1,NAO,AUD,AUDD
628563,2026-05-11 17:14:29.275,CAMD-50650,Online,1,OSA,CAM,CAMD
628564,2026-05-11 23:26:47.330,ELEH-59218,Online,2,TOK,ELE,ELEH
628565,2026-05-12 03:50:47.393,HIND-99500,Online,1,TOK,HIN,HIND
628566,2026-05-12 10:13:47.896,HOGC-99132,Tienda,3,NAO,HOG,HOGC
628567,2026-05-12 20:54:41.576,TVSG-43857,Online,3,OSA,TVS,TVSG
628568,2026-05-12 22:18:57.513,TVSG-48830,Online,1,NAA,TVS,TVSG
628569,2026-05-13 07:59:22.397,JUGC-46673,Online,1,OSA,JUG,JUGC
628570,2026-05-13 18:39:32.620,EAGC-58193,Online,1,FUK,EAG,EAGC
628571,2026-05-14 02:34:08.447,VALB-35187,Online,1,TOK,VAL,VALB
628572,2026-05-14 09:58:54.175,HOGA-39194,Online,1,NAO,HOG,HOGA
628573,2026-05-14 17:58:35.795,PMUD-10934,Online,1,OSA,PMU,PMUD
628574,2026-05-14 19:56:32.402,HOGB-13551,Online,1,YOK,HOG,HOGB
628575,2026-05-14 21:15:53.377,ELEE-71242,Online,1,TOK,ELE,ELEE
628576,2026-05-14 22:10:43.900,HINB-81416,Online,1,TOK,HIN,HINB
628577,2026-05-15 01:30:56.623,VALC-77528,Online,1,OSA,VAL,VALC
628578,2026-05-15 10:45:48.494,PCTG-86864,Online,1,NAO,PCT,PCTG
628579,2026-05-15 19:40:39.688,AUDC-86094,Online,1,OSA,AUD,AUDC
628580,2026-05-16 00:09:59.460,VALB-74131,Online,2,TOK,VAL,VALB
628581,2026-05-16 04:12:52.580,AUDA-50453,Online,1,OSA,AUD,AUDA
628582,2026-05-16 07:43:06.093,CAMB-73801,Online,1,YOK,CAM,CAMB
628583,2026-05-16 12:41:50.389,AUDG-87751,Online,1,OSA,AUD,AUDG
628584,2026-05-16 20:23:42.800,PCTE-43854,Online,1,KOB,PCT,PCTE
628585,2026-05-17 07:38:41.593,TVSF-68361,Online,2,OSA,TVS,TVSF
628586,2026-05-17 18:12:40.821,AUDA-62454,Online,2,TOK,AUD,AUDA
628587,2026-05-17 21:06:08.928,AUDG-52341,Online,1,HIR,AUD,AUDG
628588,2026-05-18 03:42:34.391,TVSH-94394,Online,1,OSA,TVS,TVSH
628589,2026-05-18 10:03:36.277,TVSH-91349,Tienda,3,OSA,TVS,TVSH
628590,2026-05-18 19:26:41.912,CAME-33056,Online,2,TOK,CAM,CAME
628591,2026-05-18 20:06:42.536,ELEC-73629,Online,1,SAP,ELE,ELEC
628592,2026-05-19 06:01:28.499,TCLA-28159,Online,2,TOK,TCL,TCLA
628593,2026-05-19 12:11:50.917,PCTG-58763,Online,2,TOK,PCT,PCTG
628594,2026-05-19 22:39:29.006,GFTB-92933,Tienda,2,NAO,GFT,GFTB
628595,2026-05-19 23:41:16.763,HIND-63924,Online,1,YOK,HIN,HIND
628596,2026-05-20 08:42:09.691,TVSA-28885,Online,3,KYO,TVS,TVSA
628597,2026-05-20 12:47:09.800,SALD-19802,Online,1,FUK,SAL,SALD
628598,2026-05-20 20:48:32.231,ELED-48374,Online,1,OSA,ELE,ELED
628599,2026-05-21 00:17:09.107,VJGB-99482,Online,3,TOK,VJG,VJGB
628600,2026-05-21 00:47:27.132,ELEB-64108,Online,1,HIR,ELE,ELEB
628601,2026-05-21 03:59:55.589,TVSG-48474,Online,2,TOK,TVS,TVSG
628602,2026-05-21 15:45:04.105,PMUA-18768,Online,1,TOK,PMU,PMUA
628603,2026-05-21 21:45:13.478,TVSB-66291,Online,1,NAO,TVS,TVSB
628604,2026-05-22 02:48:36.089,SALD-37091,Online,3,YOK,SAL,SALD
628605,2026-05-22 08:15:12.941,ELEH-26937,Tienda,1,YOK,ELE,ELEH
628606,2026-05-22 09:00:34.371,TVSJ-52725,Online,3,YOK,TVS,TVSJ
628607,2026-05-22 13:04:33.074,AUDC-38249,Online,3,TOK,AUD,AUDC
628608,2026-05-22 16:19:17.503,PMUF-26187,Online,1,TOK,PMU,PMUF
628609,2026-05-22 19:19:57.742,ELEH-50758,Online,1,YOK,ELE,ELEH
628610,2026-05-23 04:29:05.356,JUGB-88309,Online,1,YOK,JUG,JUGB
628611,2026-05-23 12:30:30.350,CAMD-97282,Online,3,KYO,CAM,CAMD
628612,2026-05-23 14:34:06.281,TVSG-43857,Online,1,KYO,TVS,TVSG
628613,2026-05-23 18:58:21.470,TVSK-97454,Online,1,TOK,TVS,TVSK
628614,2026-05-24 02:31:19.849,TREA-74926,Online,1,TOK,TRE,TREA
628615,2026-05-24 11:02:29.981,CAMD-91108,Online,1,NAO,CAM,CAMD
628616,2026-05-24 14:55:30.552,SALC-82294,Online,1,OSA,SAL,SALC
628617,2026-05-25 01:21:19.574,ELED-48374,Online,1,SEN,ELE,ELED
628618,2026-05-25 08:23:00.834,ELEC-73629,Online,1,OKA,ELE,ELEC
628619,2026-05-25 14:35:55.319,PMUC-90916,Online,1,KAW,PMU,PMUC
628620,2026-05-25 21:36:46.886,HINB-12013,Online,1,TOK,HIN,HINB
628621,2026-05-25 23:35:20.026,AUDF-40301,Online,3,TOK,AUD,AUDF
628622,2026-05-26 01:00:50.151,ELEH-59218,Online,1,TOK,ELE,ELEH
628623,2026-05-26 12:50:13.160,AUDC-77489,Online,1,KYO,AUD,AUDC
628624,2026-05-26 20:55:10.959,AUDD-72622,Online,1,YOK,AUD,AUDD
628625,2026-05-27 06:53:29.915,TVSG-43857,Online,1,TOK,TVS,TVSG
628626,2026-05-27 12:21:34.699,VALC-29478,Online,2,YOK,VAL,VALC
628627,2026-05-27 15:32:34.079,JUGA-55990,Online,1,TOK,JUG,JUGA
628628,2026-05-28 00:14:46.152,AUDF-48133,Online,3,KAW,AUD,AUDF
628629,2026-05-28 06:44:59.247,SVSB-65802,Online,1,KYO,SVS,SVSB
628630,2026-05-28 12:14:10.164,TVSB-98079,Online,1,YOK,TVS,TVSB
628631,2026-05-28 22:18:43.587,VALA-63119,Online,2,TOK,VAL,VALA
628632,2026-05-29 00:31:19.872,CAMF-49001,Tienda,1,TOK,CAM,CAMF
628633,2026-05-29 06:26:50.701,ELEA-46113,Online,1,TOK,ELE,ELEA
628634,2026-05-29 07:18:01.126,HINC-67291,Online,1,OSA,HIN,HINC
628635,2026-05-29 13:12:14.704,EAGA-72753,Online,3,TOK,EAG,EAGA
628636,2026-05-29 22:31:36.287,HINC-14276,Online,1,TOK,HIN,HINC
628637,2026-05-30 05:18:14.387,ELEH-98580,Tienda,1,KYO,ELE,ELEH
628638,2026-05-30 10:09:42.596,SALB-74444,Online,1,NAO,SAL,SALB
628639,2026-05-30 10:10:06.078,TVSH-58041,Online,1,OSA,TVS,TVSH
628640,2026-05-30 16:47:34.539,VJGA-75858,Online,1,HIR,VJG,VJGA
628641,2026-05-30 21:56:38.213,JUGA-76388,Online,3,TOK,JUG,JUGA
628642,2026-05-31 01:28:07.602,TVSE-31733,Online,1,OSA,TVS,TVSE
628643,2026-05-31 07:09:12.961,SVSC-49713,Online,2,TOK,SVS,SVSC
628644,2026-05-31 14:49:11.773,VALA-43378,Online,1,YOK,VAL,VALA
628645,2026-05-31 22:46:22.004,VALB-60728,Online,1,TOK,VAL,VALB
628646,2026-06-01 06:55:00.348,PCTF-57658,Online,1,KYO,PCT,PCTF
628647,2026-06-01 16:11:07.648,ELEB-46189,Online,2,YOK,ELE,ELEB
628648,2026-06-01 17:20:59.378,PCTB-10627,Tienda,1,TOK,PCT,PCTB
628649,2026-06-02 00:33:59.683,VALC-16514,Tienda,1,NAO,VAL,VALC
628650,2026-06-02 07:23:32.289,VALC-36991,Online,1,TOK,VAL,VALC
628651,2026-06-02 13:50:16.425,CAMB-76266,Online,1,KYO,CAM,CAMB
628652,2026-06-02 13:51:49.636,SVSB-77735,Online,3,TOK,SVS,SVSB
628653,2026-06-02 23:01:05.425,TVSG-48474,Online,1,OSA,TVS,TVSG
628654,2026-06-03 09:50:03.816,TVSC-31110,Online,1,HIR,TVS,TVSC
628655,2026-06-03 16:28:36.772,TREC-33239,Online,1,OSA,TRE,TREC
628656,2026-06-03 17:36:29.951,VJGA-63405,Online,1,TOK,VJG,VJGA
628657,2026-06-04 01:41:27.142,PCTC-82433,Online,2,CHI,PCT,PCTC
628658,2026-06-04 03:51:54.060,VALC-77528,Online,3,TOK,VAL,VALC
628659,2026-06-04 09:56:32.903,VALD-50052,Tienda,2,KAW,VAL,VALD
628660,2026-06-04 17:22:24.191,VALC-36991,Tienda,2,OSA,VAL,VALC
628661,2026-06-05 03:13:06.920,HINC-50077,Tienda,1,HIR,HIN,HINC
628662,2026-06-05 12:20:39.099,JUGB-13712,Tienda,1,YOK,JUG,JUGB
628663,2026-06-05 20:33:14.317,ELEF-50722,Online,1,YOK,ELE,ELEF
628664,2026-06-06 02:14:43.046,HIND-78250,Online,1,FUK,HIN,HIND
628665,2026-06-06 03:51:38.999,PCTG-55933,Online,1,TOK,PCT,PCTG
628666,2026-06-06 14:36:52.213,VALA-66912,Online,1,TOK,VAL,VALA
628667,2026-06-06 22:14:32.388,EAGA-99524,Online,1,OSA,EAG,EAGA
628668,2026-06-06 22:20:52.577,PMUB-42684,Online,1,TOK,PMU,PMUB
628669,2026-06-07 08:56:02.996,CAME-79427,Online,1,FUK,CAM,CAME
628670,2026-06-07 15:43:27.675,EAGA-73172,Online,1,KYO,EAG,EAGA
628671,2026-06-08 03:30:42.203,PCTA-60986,Online,1,KAW,PCT,PCTA
628672,2026-06-08 13:14:14.853,PMUE-20159,Online,1,YOK,PMU,PMUE
628673,2026-06-08 22:47:10.894,EAGC-76430,Online,1,OSA,EAG,EAGC
628674,2026-06-09 01:05:26.419,TCLA-76964,Tienda,2,OSA,TCL,TCLA
628675,2026-06-09 08:35:46.737,TCLB-94347,Online,1,OSA,TCL,TCLB
628676,2026-06-09 13:17:42.671,PMUB-42684,Online,1,TOK,PMU,PMUB
628677,2026-06-09 23:13:25.509,HINA-51521,Online,1,TOK,HIN,HINA
628678,2026-06-10 03:57:42.111,VALB-23835,Online,3,TOK,VAL,VALB
628679,2026-06-10 07:52:57.274,ELEA-46113,Online,1,NAO,ELE,ELEA
628680,2026-06-10 14:10:49.594,PMUB-71172,Online,1,OSA,PMU,PMUB
628681,2026-06-10 21:40:05.681,EAGA-33096,Tienda,2,KYO,EAG,EAGA
628682,2026-06-10 23:06:48.358,EAGA-77205,Online,1,TOK,EAG,EAGA
628683,2026-06-11 00:55:58.924,TVSC-76915,Online,1,TOK,TVS,TVSC
